Energy,Thickness,A,x0,Count
65.0,8.0,,9.550374005932678,1301.0
66.0,5.0,,10.13786335127624,1332.0
66.0,5.5,,10.70374131140399,1420.0
65.0,8.5,,9.511955996894748,1242.0
66.0,6.0,,10.783284588521814,1422.0
65.0,9.0,,9.627121624315125,1210.0
66.0,6.5,,9.779229602760466,1423.0
65.0,9.5,,9.878003419913004,1131.0
66.0,7.0,,10.322494061579548,1426.0
65.0,10.0,,9.492306942459642,1040.0
66.0,7.5,,10.342203308262384,1474.0
66.0,8.0,,9.71796226930793,1377.0
67.0,5.0,,10.972564109187823,1317.0
67.0,5.5,,10.615518281995316,1484.0
66.0,8.5,,9.7953136053195,1374.0
66.0,9.0,,9.742588528060056,1271.0
67.0,6.0,,10.494589808480914,1486.0
66.0,9.5,,9.834017581558951,1173.0
67.0,6.5,,10.087656805951712,1456.0
66.0,10.0,,9.089526368782426,1126.0
67.0,7.0,,9.759200656030057,1379.0
67.0,7.5,,9.728135221328431,1484.0
67.0,8.0,,9.710360929626022,1369.0
68.0,5.0,,11.587451458371406,1353.0
68.0,5.5,,10.59993223017559,1489.0
67.0,8.5,,9.568204339569125,1297.0
67.0,9.0,,9.453891627649773,1259.0
68.0,6.0,,11.030696678017332,1523.0
67.0,9.5,,9.464366605885475,1211.0
68.0,6.5,,10.164943730484389,1589.0
67.0,10.0,,9.528236329179364,1195.0
68.0,7.0,,10.151107909938831,1443.0
68.0,7.5,,9.97445340027899,1575.0
68.0,8.0,,10.033509299862324,1457.0
69.0,5.0,,11.289490074027771,1434.0
69.0,5.5,,10.884172423597676,1581.0
68.0,8.5,,9.777961767287314,1363.0
68.0,9.0,,9.50011629783311,1271.0
69.0,6.0,,11.453405586408827,1600.0
69.0,6.5,,10.139933865508835,1628.0
68.0,9.5,,9.829314528309718,1204.0
69.0,7.0,,10.20812327654646,1577.0
68.0,10.0,,8.736327885822034,1221.0
69.0,7.5,,9.91945413081167,1681.0
69.0,8.0,,10.300594090136505,1491.0
70.0,5.0,,11.09068051623643,1466.0
70.0,5.5,,10.681778612889296,1601.0
69.0,8.5,,9.104113564377975,1415.0
70.0,6.0,,10.90687024908754,1634.0
69.0,9.0,,9.95546611313918,1341.0
70.0,6.5,,10.807747953452202,1639.0
69.0,9.5,,9.502070790858832,1281.0
69.0,10.0,,9.128467365190131,1246.0
70.0,7.0,,10.055587313786337,1694.0
70.0,7.5,,10.130378293146624,1650.0
70.0,8.0,,9.445156478878806,1555.0
71.0,5.0,,11.25073234648643,1512.0
71.0,5.5,,11.458293654399244,1675.0
70.0,8.5,,8.923499804021416,1508.0
71.0,6.0,,11.384107478509929,1674.0
70.0,9.0,,9.493591492118432,1387.0
71.0,6.5,,10.646136338432262,1719.0
70.0,9.5,,9.176117044765078,1309.0
70.0,10.0,,8.75196345214187,1292.0
71.0,7.0,,9.77660088142656,1747.0
71.0,7.5,,10.481547627024195,1716.0
71.0,8.0,,9.862771161384606,1638.0
72.0,5.0,,11.215002373617258,1543.0
72.0,5.5,,11.68688612370717,1696.0
71.0,8.5,,9.600501629396186,1561.0
72.0,6.0,,11.915350807265977,1701.0
71.0,9.0,,9.85854321786282,1472.0
72.0,6.5,,10.66999854780113,1799.0
71.0,9.5,,9.599604039918953,1343.0
72.0,7.0,,10.317389253205,1736.0
71.0,10.0,,8.517770575468013,1316.0
72.0,7.5,,10.42177387500728,1679.0
73.0,5.0,,11.62670399966099,1539.0
72.0,8.0,,10.06921876830418,1747.0
73.0,5.5,,11.54405792900085,1733.0
72.0,8.5,,9.994372821550783,1592.0
73.0,6.0,,11.867586063712274,1723.0
72.0,9.0,,9.736511726044023,1523.0
73.0,6.5,,11.261393943230482,1766.0
72.0,9.5,,9.59198745292142,1426.0
73.0,7.0,,10.058957682995285,1778.0
72.0,10.0,,9.544929728896358,1332.0
73.0,7.5,,10.383242262876566,1778.0
73.0,8.0,,10.13766498132733,1773.0
74.0,5.0,,11.979056943869384,1560.0
74.0,5.5,,10.859841587035625,1752.0
73.0,8.5,,9.783832678169626,1660.0
74.0,6.0,,11.295449110872946,1794.0
73.0,9.0,,9.782108452260122,1543.0
74.0,6.5,,11.279268502338365,1767.0
73.0,9.5,,9.949085306465872,1480.0
74.0,7.0,,10.896618541953693,1770.0
73.0,10.0,,9.809236577296318,1384.0
74.0,7.5,,10.757391814377865,1772.0
74.0,8.0,,9.97703222998632,1858.0
75.0,5.0,,12.40386140922136,1630.0
75.0,5.5,,11.375248040221493,1827.0
74.0,8.5,,10.137976672927422,1676.0
74.0,9.0,,9.854665721311006,1634.0
75.0,6.0,,11.805894141866856,1888.0
75.0,6.5,,11.099387825735665,1831.0
74.0,9.5,,9.402497493062294,1553.0
75.0,7.0,,10.589167391594463,1877.0
74.0,10.0,,9.556748494117976,1461.0
75.0,7.5,,10.33867141276337,1843.0
75.0,8.0,,9.936488056335842,1770.0
76.0,5.0,,12.830989299059372,1699.0
76.0,5.5,,12.138179189072437,1814.0
75.0,8.5,,10.689577386187834,1712.0
76.0,6.0,,11.76606830568567,1904.0
75.0,9.0,,10.182839923661875,1670.0
76.0,6.5,,11.274670079950411,1939.0
75.0,9.5,,9.720641595382675,1590.0
75.0,10.0,,9.309803310169965,1574.0
76.0,7.0,,10.894490360330629,1875.0
76.0,7.5,,10.388645373196292,1902.0
77.0,5.0,,12.642594461300192,1619.0
76.0,8.0,,10.722257711008565,1829.0
77.0,5.5,,11.900675391283045,1810.0
76.0,8.5,,10.69086091030525,1830.0
77.0,6.0,,11.323665930474217,1990.0
76.0,9.0,,9.996316842973634,1724.0
77.0,6.5,,10.94925130222945,2010.0
76.0,9.5,,9.74539360198939,1637.0
77.0,7.0,,11.383064863662646,1909.0
76.0,10.0,,9.9039813407809,1521.0
77.0,7.5,,10.552779923118347,2006.0
77.0,8.0,,10.19773249895117,1963.0
78.0,5.0,,12.625273932259486,1754.0
78.0,5.5,,12.681669069012749,1847.0
77.0,8.5,,10.120894172926924,1928.0
78.0,6.0,,11.838309534396815,1974.0
77.0,9.0,,9.915070369221224,1758.0
78.0,6.5,,10.731987889720926,2037.0
77.0,9.5,,9.748013800900123,1693.0
77.0,10.0,,9.760174869982237,1632.0
78.0,7.0,,10.774318515222042,2007.0
78.0,7.5,,10.76164413195342,2043.0
78.0,8.0,,10.628278916869776,1991.0
79.0,5.0,,12.7710514263586,1692.0
79.0,5.5,,11.5914374176179,1872.0
78.0,8.5,,9.78129762107768,1865.0
79.0,6.0,,11.439185161471718,2000.0
78.0,9.0,,10.173084855639145,1800.0
79.0,6.5,,11.106059263168872,2067.0
78.0,9.5,,9.652260598517731,1730.0
78.0,10.0,,9.68135504761935,1592.0
79.0,7.0,,10.905496668093546,2083.0
79.0,7.5,,10.879258704395632,2073.0
80.0,5.0,,12.291890571725553,1780.0
79.0,8.0,,10.363633162338472,2037.0
80.0,5.5,,11.442572044468456,1939.0
79.0,8.5,,10.873827225634116,1926.0
80.0,6.0,,11.701832519675143,2072.0
79.0,9.0,,10.273724537773331,1827.0
80.0,6.5,,11.049518145592064,2191.0
79.0,9.5,,9.694902194614606,1780.0
79.0,10.0,,9.88447317890108,1692.0
80.0,7.0,,11.005269820065832,2158.0
80.0,7.5,,10.608500470051547,2167.0
81.0,5.0,,12.530622916702397,1777.0
80.0,8.0,,10.553770962204595,2066.0
81.0,5.5,,11.470257893197516,1995.0
80.0,8.5,,10.40096696467764,2020.0
81.0,6.0,,11.847335249689046,2059.0
80.0,9.0,,10.511666276277449,1910.0
81.0,6.5,,11.1330320630727,2143.0
80.0,9.5,,9.723485830403284,1848.0
80.0,10.0,,9.580897753277604,1754.0
81.0,7.0,,11.0644840508528,2187.0
81.0,7.5,,10.96257751297985,2140.0
82.0,5.0,,12.826113308896362,1831.0
81.0,8.0,,10.957574715647397,2137.0
82.0,5.5,,11.709075282826984,2073.0
82.0,6.0,,11.136847088890764,2156.0
81.0,8.5,,10.709035474769408,2091.0
81.0,9.0,,10.099590606796546,2012.0
82.0,6.5,,11.416046528424594,2224.0
81.0,9.5,,9.740482617464844,1905.0
81.0,10.0,,10.373635147123675,1739.0
82.0,7.0,,11.436781650791556,2216.0
82.0,7.5,,10.757770076168036,2231.0
82.0,8.0,,10.813543526099576,2178.0
83.0,5.0,,13.13394403598376,1899.0
83.0,5.5,,11.999069523778235,2090.0
82.0,8.5,,11.001556527643498,2187.0
83.0,6.0,,11.956304210875484,2181.0
82.0,9.0,,10.1209755322545,2092.0
83.0,6.5,,11.43223615129658,2280.0
82.0,9.5,,9.902073285947614,2036.0
83.0,7.0,,10.551943825632762,2279.0
82.0,10.0,,9.823794094247091,1890.0
83.0,7.5,,10.953559854211294,2315.0
83.0,8.0,,10.828542222039,2287.0
84.0,5.0,,13.828167280654196,1868.0
84.0,5.5,,11.684916623772704,2044.0
83.0,8.5,,10.909160284897888,2162.0
84.0,6.0,,11.853238680420771,2197.0
83.0,9.0,,10.18025917097278,2132.0
84.0,6.5,,11.08794536975937,2373.0
83.0,9.5,,10.207034488911695,2062.0
83.0,10.0,,10.305430719088108,1916.0
84.0,7.0,,10.90415912091142,2322.0
84.0,7.5,,10.850307590360275,2365.0
84.0,8.0,,11.077819551038113,2319.0
85.0,5.0,,13.678741300895863,1881.0
85.0,5.5,,12.045168418001744,2113.0
84.0,8.5,,11.129928346725189,2266.0
85.0,6.0,,11.860897274732434,2245.0
84.0,9.0,,9.9950334463687,2235.0
85.0,6.5,,11.705023334904292,2358.0
84.0,9.5,,10.491995658090431,2093.0
85.0,7.0,,10.98550511263151,2401.0
84.0,10.0,,9.833732903943524,1995.0
85.0,7.5,,11.208854217435023,2417.0
86.0,5.0,,12.97060997551836,1993.0
85.0,8.0,,11.458573702650035,2400.0
86.0,5.5,,12.194695808464672,2162.0
85.0,8.5,,10.74622786912067,2262.0
85.0,9.0,,10.699309196677396,2196.0
86.0,6.0,,11.50501457870145,2301.0
86.0,6.5,,11.260469035784666,2425.0
85.0,9.5,,10.802257464285583,2081.0
86.0,7.0,,11.057798119893295,2470.0
85.0,10.0,,10.245389680879462,2010.0
86.0,7.5,,11.260852229802918,2453.0
86.0,8.0,,11.050049242739965,2486.0
87.0,5.0,,13.122845504950137,2003.0
87.0,5.5,,12.00895826791783,2266.0
86.0,8.5,,11.72988693708551,2274.0
87.0,6.0,,12.03539276777301,2327.0
86.0,9.0,,10.9577864872696,2262.0
87.0,6.5,,11.79893650116187,2429.0
86.0,9.5,,10.77992335449365,2122.0
86.0,10.0,,10.064527920230898,2075.0
87.0,7.0,,11.082699277452695,2431.0
87.0,7.5,,11.310839352839563,2476.0
88.0,5.0,,13.269516599797354,2041.0
87.0,8.0,,11.266002770650108,2500.0
88.0,5.5,,11.9604192601957,2224.0
87.0,8.5,,11.19185502667194,2341.0
88.0,6.0,,12.269125451831,2419.0
87.0,9.0,,10.539339471960348,2315.0
88.0,6.5,,11.670708763106452,2461.0
87.0,9.5,,10.02172036133046,2159.0
88.0,7.0,,11.17553929977486,2469.0
87.0,10.0,,10.195923324408248,2075.0
88.0,7.5,,11.339531702192389,2545.0
88.0,8.0,,11.307961339224756,2470.0
89.0,5.0,,13.233720904194389,2065.0
88.0,8.5,,10.89345811632984,2468.0
89.0,5.5,,12.227667117575532,2276.0
89.0,6.0,,11.915004336406891,2483.0
88.0,9.0,,10.576425191276208,2404.0
89.0,6.5,,11.870516834009852,2530.0
88.0,9.5,,9.855351048563229,2221.0
89.0,7.0,,11.260713440383562,2527.0
88.0,10.0,,10.23944704946324,2100.0
89.0,7.5,,11.189779131924098,2551.0
89.0,8.0,,11.253931449314036,2523.0
90.0,5.0,,13.125892234695517,2104.0
90.0,5.5,,12.64800748042154,2230.0
89.0,8.5,,11.071388713772482,2500.0
90.0,6.0,,12.480790065488662,2521.0
89.0,9.0,,10.52960670758295,2437.0
90.0,6.5,,11.8931275021793,2608.0
89.0,9.5,,10.403689434736185,2396.0
90.0,7.0,,11.845024624925957,2601.0
89.0,10.0,,9.91273578765147,2193.0
90.0,7.5,,11.396964758045373,2658.0
90.0,8.0,,11.420186544415332,2602.0
91.0,5.0,,12.96556775220894,2117.0
91.0,5.5,,12.642300591544384,2293.0
90.0,8.5,,11.208256956691724,2525.0
91.0,6.0,,12.335887492471972,2533.0
90.0,9.0,,11.16088077005196,2445.0
91.0,6.5,,11.755602120544651,2614.0
90.0,9.5,,10.46740929545204,2408.0
91.0,7.0,,11.586811323510284,2638.0
90.0,10.0,,10.374381792495466,2347.0
91.0,7.5,,11.315074727947495,2743.0
92.0,5.0,,13.18286887253752,2154.0
91.0,8.0,,10.949376257452498,2638.0
92.0,5.5,,12.522693498930684,2347.0
91.0,8.5,,10.874859802129022,2588.0
92.0,6.0,,11.932669580567945,2546.0
91.0,9.0,,11.326969913285986,2452.0
92.0,6.5,,11.720081926511856,2696.0
91.0,9.5,,10.579843434288,2346.0
92.0,7.0,,11.787063160056809,2700.0
91.0,10.0,,10.59383163114303,2360.0
92.0,7.5,,11.250954396234093,2752.0
93.0,5.0,,13.308765248506994,2202.0
92.0,8.0,,11.164507197954514,2647.0
93.0,5.5,,12.625368552154594,2447.0
92.0,8.5,,10.9852303526219,2641.0
93.0,6.0,,12.0020689906456,2591.0
92.0,9.0,,11.26728394535076,2536.0
93.0,6.5,,11.973975314659462,2727.0
92.0,9.5,,11.17316292897254,2499.0
93.0,7.0,,12.35624090400714,2736.0
92.0,10.0,,10.119481342421793,2354.0
93.0,7.5,,11.758048754766012,2779.0
93.0,8.0,,11.13008795396139,2709.0
94.0,5.0,,13.385483505449663,2292.0
94.0,5.5,,12.92334877513881,2398.0
93.0,8.5,,11.571014881085468,2663.0
94.0,6.0,,12.725778539570005,2634.0
93.0,9.0,,11.046812157315964,2587.0
94.0,6.5,,11.819054424841136,2798.0
93.0,9.5,,10.511878485699713,2569.0
94.0,7.0,,12.136589264662543,2793.0
93.0,10.0,,10.378162494899716,2417.0
94.0,7.5,,11.989497615901085,2816.0
94.0,8.0,,11.247328733612663,2757.0
95.0,5.0,,13.1099333143341,2278.0
95.0,5.5,,13.183340422860516,2450.0
94.0,8.5,,11.537889452250043,2776.0
95.0,6.0,,12.32044240891082,2720.0
94.0,9.0,,11.078554941431102,2652.0
95.0,6.5,,12.574503492070631,2833.0
94.0,9.5,,11.078238563199664,2584.0
95.0,7.0,,11.782949033494573,2859.0
94.0,10.0,,10.36447729100404,2518.0
95.0,7.5,,12.50689307628436,2930.0
95.0,8.0,,11.09350956623556,2934.0
96.0,5.0,,13.441047629314417,2356.0
96.0,5.5,,13.1509276468363,2464.0
95.0,8.5,,11.608589354563446,2795.0
96.0,6.0,,12.461260478882965,2714.0
95.0,9.0,,10.754154706385808,2745.0
96.0,6.5,,12.460119536522251,2895.0
95.0,9.5,,11.267639342509502,2683.0
96.0,7.0,,12.430547849317048,2941.0
95.0,10.0,,10.86733475229914,2550.0
96.0,7.5,,12.389907725981413,2950.0
96.0,8.0,,11.706188707898372,2941.0
97.0,5.0,,13.37029332885489,2421.0
97.0,5.5,,13.540765924340038,2530.0
96.0,8.5,,10.867343207619816,2862.0
97.0,6.0,,12.772673111364544,2801.0
96.0,9.0,,11.146641164675971,2858.0
97.0,6.5,,12.695055648338982,2890.0
96.0,9.5,,10.76011343157238,2716.0
97.0,7.0,,12.43901388037213,2914.0
96.0,10.0,,11.142879723611005,2650.0
97.0,7.5,,12.268253259140485,2912.0
97.0,8.0,,11.253171456156773,2927.0
98.0,5.0,,12.917747436115745,2425.0
98.0,5.5,,13.7032318992532,2585.0
97.0,8.5,,11.116777834742308,2883.0
98.0,6.0,,12.701749104891377,2797.0
97.0,9.0,,11.146543557928876,2860.0
98.0,6.5,,12.881569131318084,2935.0
97.0,9.5,,10.974041988593749,2818.0
98.0,7.0,,12.42457205226296,3014.0
97.0,10.0,,11.086448673821083,2687.0
98.0,7.5,,12.316750735628649,2958.0
99.0,5.0,,13.017628343931053,2466.0
98.0,8.0,,11.74690306242067,3053.0
99.0,5.5,,13.955084095352742,2588.0
98.0,8.5,,11.783349319417502,2921.0
98.0,9.0,,11.100044544824849,2949.0
99.0,6.0,,12.669089342130214,2916.0
99.0,6.5,,13.280318983386834,2949.0
98.0,9.5,,11.351353188069533,2837.0
99.0,7.0,,12.290580065999713,3112.0
98.0,10.0,,10.583125818247876,2821.0
99.0,7.5,,12.489798782122351,3019.0
100.0,5.0,,13.990418859460632,2481.0
99.0,8.0,,11.236761237720629,2980.0
100.0,5.5,,13.72305672266723,2663.0
99.0,8.5,,11.456824111530509,2956.0
100.0,6.0,,12.870158181917605,2867.0
99.0,9.0,,10.87006582299794,2960.0
100.0,6.5,,12.196958211875796,3024.0
99.0,9.5,,11.342585942336404,2850.0
100.0,7.0,,12.208259234244508,2989.0
99.0,10.0,,10.697848090036487,2806.0
100.0,7.5,,12.504352026677768,3211.0
101.0,5.0,,13.433035004429405,2556.0
100.0,8.0,,12.599625869713076,3094.0
101.0,5.5,,13.532397821053875,2710.0
100.0,8.5,,11.520129548198602,3068.0
101.0,6.0,,13.346215907807698,2899.0
100.0,9.0,,11.433359171342236,3025.0
101.0,6.5,,11.920660496277684,3125.0
100.0,9.5,,11.63953627239976,2976.0
101.0,7.0,,12.609599998776362,3030.0
100.0,10.0,,11.108985548259197,2845.0
101.0,7.5,,12.694495335329254,3163.0
102.0,5.0,,13.716702522119284,2562.0
101.0,8.0,,12.177785621000638,3164.0
102.0,5.5,,13.126802456381489,2859.0
101.0,8.5,,12.142983911810605,3147.0
102.0,6.0,,13.010105420960224,3014.0
101.0,9.0,,11.517377992183487,3062.0
102.0,6.5,,12.19778048904162,3197.0
101.0,9.5,,10.97972811855431,2943.0
102.0,7.0,,12.010801910742506,3125.0
101.0,10.0,,11.045521668854816,2915.0
102.0,7.5,,12.37866777003797,3300.0
103.0,5.0,,13.320811208102512,2654.0
102.0,8.0,,12.613101888402486,3221.0
103.0,5.5,,13.367740753600929,2913.0
102.0,8.5,,11.576865387905276,3299.0
103.0,6.0,,13.385594358826642,3083.0
102.0,9.0,,11.714925998149246,3111.0
103.0,6.5,,12.66155166158177,3226.0
102.0,9.5,,10.954340772192324,3036.0
103.0,7.0,,12.871406021220368,3114.0
102.0,10.0,,11.27144865559467,2961.0
103.0,7.5,,12.354409752508465,3373.0
104.0,5.0,,13.240150882034998,2663.0
103.0,8.0,,12.233764466925535,3321.0
104.0,5.5,,13.006200335984964,2886.0
103.0,8.5,,11.258878741150726,3273.0
104.0,6.0,,13.64363325089438,3042.0
103.0,9.0,,11.70296932299854,3177.0
103.0,9.5,,11.211159227022303,3107.0
104.0,6.5,,12.485125192365023,3214.0
103.0,10.0,,11.40120675570621,2994.0
104.0,7.0,,12.316534007595386,3309.0
104.0,7.5,,12.0819390352326,3355.0
105.0,5.0,,13.177921012125267,2660.0
104.0,8.0,,12.202664358436664,3312.0
105.0,5.5,,12.936327597692715,2886.0
104.0,8.5,,11.632198644108836,3344.0
105.0,6.0,,13.311823900223812,3046.0
104.0,9.0,,11.48360677097104,3274.0
104.0,9.5,,11.423039654598805,3139.0
105.0,6.5,,13.134941894166,3161.0
104.0,10.0,,10.939073182190343,3046.0
105.0,7.0,,13.042589428618497,3306.0
105.0,7.5,,11.898269028295717,3340.0
106.0,5.0,,13.362964836750038,2698.0
105.0,8.0,,12.933457665687694,3412.0
106.0,5.5,,13.633551548226896,2883.0
105.0,8.5,,12.251124793362864,3335.0
106.0,6.0,,13.438009380476048,3144.0
105.0,9.0,,12.275487858110289,3235.0
106.0,6.5,,13.167311412466267,3230.0
105.0,9.5,,11.561157722119775,3162.0
106.0,7.0,,13.056152230672907,3414.0
105.0,10.0,,11.57204068236604,3112.0
106.0,7.5,,12.896623800940615,3423.0
106.0,8.0,,12.776213136646485,3462.0
107.0,5.0,,13.811445455189563,2688.0
106.0,8.5,,12.386455287911186,3454.0
107.0,5.5,,14.219767594392795,3067.0
106.0,9.0,,11.634910480709507,3437.0
107.0,6.0,,13.760515815782105,3186.0
106.0,9.5,,11.400231241789005,3318.0
107.0,6.5,,13.564404499632326,3296.0
106.0,10.0,,11.274120915892942,3205.0
107.0,7.0,,13.370214714824508,3420.0
107.0,7.5,,12.628417156177898,3471.0
107.0,8.0,,12.987471183106312,3487.0
108.0,5.0,,13.588276839273735,2741.0
107.0,8.5,,12.755448049832983,3484.0
108.0,5.5,,14.15453796971335,2990.0
108.0,6.0,,13.981387629248289,3224.0
